learner_id,session_id,session_number,timestamp,learning_state,session_duration_minutes,questions_attempted,questions_completed,correct_answers,accuracy,average_response_time_seconds,hints_used,completion_rate,engagement_score,intervention_received,mastery_before,mastery_after,mastery_change,session_quality_score,data_source
learner_0092,session_0092_09,9,2026-02-04T09:00:00,mastered,19.88,16,16,14,0.875,9.95,2,1.0,0.9224,False,1.0,1.0,0.0,0.9157,[SANDBOX DATA]
learner_0093,session_0093_01,1,2026-01-01T09:00:00,mastered,16.68,13,12,11,0.8462,8.68,0,0.9231,0.9267,False,0.8956,0.8956,0.0,0.9123,[SANDBOX DATA]
learner_0093,session_0093_02,2,2026-01-07T09:00:00,mastered,18.77,21,16,16,0.7619,11.69,2,0.7619,0.8943,False,0.8956,0.9023,0.0066,0.8169,[SANDBOX DATA]
learner_0093,session_0093_03,3,2026-01-09T09:00:00,improving,21.1,11,10,8,0.7273,12.04,3,0.9091,0.6761,True,0.9023,0.9524,0.0502,0.7625,[SANDBOX DATA]
learner_0093,session_0093_04,4,2026-01-13T09:00:00,mastered,14.49,21,21,19,0.9048,7.4,0,1.0,0.747,True,0.9524,0.9677,0.0152,0.9161,[SANDBOX DATA]
learner_0093,session_0093_05,5,2026-01-16T09:00:00,mastered,11.76,13,12,10,0.7692,6.23,0,0.9231,1.0,False,0.9677,0.9871,0.0195,0.9,[SANDBOX DATA]
learner_0093,session_0093_06,6,2026-01-18T09:00:00,mastered,21.38,16,16,15,0.9375,7.32,2,1.0,0.8626,False,0.9871,0.9957,0.0085,0.9256,[SANDBOX DATA]
learner_0093,session_0093_07,7,2026-01-24T09:00:00,improving,25.0,11,9,6,0.5455,13.79,4,0.8182,0.7663,True,0.9957,1.0,0.0043,0.676,[SANDBOX DATA]
learner_0093,session_0093_08,8,2026-01-26T09:00:00,improving,17.68,19,15,13,0.6842,13.1,4,0.7895,0.6951,True,1.0,1.0,0.0,0.7337,[SANDBOX DATA]
learner_0093,session_0093_09,9,2026-01-29T09:00:00,mastered,8.78,16,16,13,0.8125,7.46,1,1.0,0.9674,False,1.0,1.0,0.0,0.9153,[SANDBOX DATA]
learner_0093,session_0093_10,10,2026-02-02T09:00:00,mastered,23.9,11,10,11,1.0,9.0,1,0.9091,0.9786,False,1.0,1.0,0.0,0.9548,[SANDBOX DATA]
learner_0094,session_0094_01,1,2026-01-01T09:00:00,improving,33.34,14,14,10,0.7143,12.72,2,1.0,0.7503,False,0.6157,0.6613,0.0456,0.8215,[SANDBOX DATA]
learner_0094,session_0094_02,2,2026-01-05T09:00:00,mastered,16.99,24,23,21,0.875,7.18,2,0.9583,0.8618,False,0.6613,0.6613,0.0,0.9015,[SANDBOX DATA]
learner_0094,session_0094_03,3,2026-01-09T09:00:00,needs_practice,32.31,11,8,8,0.7273,38.04,5,0.7273,0.6246,True,0.6613,0.6613,0.0,0.6704,[SANDBOX DATA]
learner_0094,session_0094_04,4,2026-01-12T09:00:00,needs_practice,13.15,9,6,4,0.4444,27.05,4,0.6667,0.6296,True,0.6613,0.6975,0.0362,0.5593,[SANDBOX DATA]
learner_0094,session_0094_05,5,2026-01-17T09:00:00,needs_practice,31.43,10,7,7,0.7,14.19,3,0.7,0.6312,False,0.6975,0.727,0.0295,0.6862,[SANDBOX DATA]
learner_0094,session_0094_06,6,2026-01-22T09:00:00,struggling,17.4,10,6,3,0.3,31.84,6,0.6,0.4921,False,0.727,0.7397,0.0127,0.4334,[SANDBOX DATA]
learner_0094,session_0094_07,7,2026-01-24T09:00:00,needs_practice,39.19,13,8,7,0.5385,18.53,6,0.6154,0.5084,False,0.7397,0.7397,0.0,0.5517,[SANDBOX DATA]
learner_0094,session_0094_08,8,2026-01-28T09:00:00,needs_practice,41.23,12,9,5,0.4167,19.25,4,0.75,0.583,False,0.7397,0.7635,0.0239,0.5833,[SANDBOX DATA]
learner_0094,session_0094_09,9,2026-01-29T09:00:00,needs_practice,26.6,7,5,4,0.5714,25.15,2,0.7143,0.5327,True,0.7635,0.7641,0.0006,0.628,[SANDBOX DATA]
learner_0095,session_0095_01,1,2026-01-01T09:00:00,needs_practice,41.2,11,7,6,0.5455,17.07,2,0.6364,0.5854,True,0.3098,0.3884,0.0786,0.6307,[SANDBOX DATA]
learner_0095,session_0095_02,2,2026-01-05T09:00:00,needs_practice,15.77,10,6,5,0.5,11.92,4,0.6,0.5853,True,0.3884,0.448,0.0596,0.5621,[SANDBOX DATA]
learner_0095,session_0095_03,3,2026-01-09T09:00:00,needs_practice,17.0,10,6,5,0.5,20.85,5,0.6,0.6054,False,0.448,0.4504,0.0024,0.5461,[SANDBOX DATA]
learner_0095,session_0095_04,4,2026-01-12T09:00:00,improving,16.83,11,7,10,0.9091,14.83,3,0.6364,0.8151,False,0.4504,0.4788,0.0284,0.7857,[SANDBOX DATA]
learner_0095,session_0095_05,5,2026-01-15T09:00:00,improving,26.53,17,14,14,0.8235,14.01,2,0.8235,0.8484,True,0.4788,0.5565,0.0777,0.8403,[SANDBOX DATA]
learner_0095,session_0095_06,6,2026-01-17T09:00:00,mastered,14.76,13,11,12,0.9231,13.87,0,0.8462,0.7775,False,0.5565,0.5739,0.0174,0.8901,[SANDBOX DATA]
learner_0095,session_0095_07,7,2026-01-23T09:00:00,mastered,11.53,17,15,15,0.8824,14.78,1,0.8824,0.7893,False,0.5739,0.5882,0.0144,0.8755,[SANDBOX DATA]
learner_0095,session_0095_08,8,2026-01-27T09:00:00,mastered,13.64,20,17,18,0.9,8.79,1,0.85,0.9387,False,0.5882,0.5962,0.008,0.9052,[SANDBOX DATA]
learner_0096,session_0096_01,1,2026-01-01T09:00:00,mastered,19.97,17,15,14,0.8235,8.68,2,0.8824,0.9152,True,0.8161,0.871,0.0548,0.8683,[SANDBOX DATA]
learner_0096,session_0096_02,2,2026-01-05T09:00:00,mastered,24.94,19,19,17,0.8947,15.34,1,1.0,0.9008,False,0.871,0.8884,0.0174,0.9328,[SANDBOX DATA]
learner_0096,session_0096_03,3,2026-01-10T09:00:00,mastered,15.88,16,16,15,0.9375,9.13,3,1.0,0.9264,False,0.8884,0.894,0.0056,0.9259,[SANDBOX DATA]
learner_0096,session_0096_04,4,2026-01-14T09:00:00,mastered,16.39,18,17,17,0.9444,7.25,3,0.9444,0.9449,False,0.894,0.9171,0.0231,0.9223,[SANDBOX DATA]
learner_0096,session_0096_05,5,2026-01-15T09:00:00,mastered,23.13,21,20,18,0.8571,8.74,0,0.9524,0.9166,False,0.9171,0.9532,0.0361,0.9214,[SANDBOX DATA]
learner_0096,session_0096_06,6,2026-01-18T09:00:00,mastered,18.6,14,13,12,0.8571,9.42,0,0.9286,0.913,False,0.9532,0.9679,0.0146,0.9147,[SANDBOX DATA]
learner_0096,session_0096_07,7,2026-01-23T09:00:00,needs_practice,53.98,11,7,5,0.4545,18.86,4,0.6364,0.5654,True,0.9679,1.0,0.0321,0.5585,[SANDBOX DATA]
learner_0096,session_0096_08,8,2026-01-29T09:00:00,mastered,18.67,6,6,5,0.8333,11.14,0,1.0,0.7844,False,1.0,1.0,0.0,0.8985,[SANDBOX DATA]
learner_0097,session_0097_01,1,2026-01-01T09:00:00,improving,27.21,9,8,7,0.7778,24.09,2,0.8889,0.8503,False,0.6544,0.7281,0.0737,0.8201,[SANDBOX DATA]
learner_0097,session_0097_02,2,2026-01-04T09:00:00,improving,29.35,18,17,15,0.8333,13.63,4,0.9444,0.693,True,0.7281,0.7428,0.0147,0.8219,[SANDBOX DATA]
learner_0097,session_0097_03,3,2026-01-09T09:00:00,improving,23.17,12,10,7,0.5833,17.72,5,0.8333,0.7943,False,0.7428,0.7541,0.0113,0.688,[SANDBOX DATA]
learner_0097,session_0097_04,4,2026-01-13T09:00:00,improving,25.89,11,11,8,0.7273,19.57,2,1.0,0.7243,False,0.7541,0.7903,0.0361,0.813,[SANDBOX DATA]
learner_0097,session_0097_05,5,2026-01-14T09:00:00,needs_practice,22.82,7,4,4,0.5714,32.19,3,0.5714,0.668,True,0.7903,0.8343,0.044,0.5907,[SANDBOX DATA]
learner_0097,session_0097_06,6,2026-01-17T09:00:00,needs_practice,21.95,15,11,8,0.5333,19.31,6,0.7333,0.6025,True,0.8343,0.8747,0.0404,0.6105,[SANDBOX DATA]
learner_0097,session_0097_07,7,2026-01-19T09:00:00,needs_practice,23.47,11,8,5,0.4545,19.15,6,0.7273,0.6016,True,0.8747,0.8857,0.011,0.5521,[SANDBOX DATA]
learner_0097,session_0097_08,8,2026-01-25T09:00:00,needs_practice,31.76,15,9,8,0.5333,42.93,3,0.6,0.6067,True,0.8857,0.9365,0.0508,0.618,[SANDBOX DATA]
learner_0098,session_0098_01,1,2026-01-01T09:00:00,mastered,14.7,12,11,10,0.8333,8.46,1,0.9167,0.9133,False,0.9005,0.9349,0.0344,0.8868,[SANDBOX DATA]
learner_0098,session_0098_02,2,2026-01-06T09:00:00,mastered,16.79,12,10,11,0.9167,8.77,0,0.8333,0.8336,False,0.9349,0.9386,0.0036,0.8959,[SANDBOX DATA]
learner_0098,session_0098_03,3,2026-01-09T09:00:00,mastered,9.3,15,13,14,0.9333,8.81,1,0.8667,1.0,False,0.9386,0.956,0.0175,0.93,[SANDBOX DATA]
learner_0098,session_0098_04,4,2026-01-14T09:00:00,mastered,11.62,15,13,15,1.0,8.39,1,0.8667,0.9712,True,0.956,0.97,0.014,0.9476,[SANDBOX DATA]
learner_0098,session_0098_05,5,2026-01-16T09:00:00,mastered,32.88,14,13,14,1.0,14.68,0,0.9286,0.8334,False,0.97,0.97,0.0,0.9488,[SANDBOX DATA]
learner_0098,session_0098_06,6,2026-01-20T09:00:00,mastered,26.31,16,13,13,0.8125,13.9,2,0.8125,0.9827,False,0.97,0.9714,0.0014,0.859,[SANDBOX DATA]
learner_0098,session_0098_07,7,2026-01-26T09:00:00,mastered,13.11,11,11,9,0.8182,5.71,0,1.0,0.8633,False,0.9714,0.9725,0.001,0.909,[SANDBOX DATA]
learner_0098,session_0098_08,8,2026-01-28T09:00:00,needs_practice,20.13,10,7,6,0.6,16.61,1,0.7,0.5783,True,0.9725,1.0,0.0275,0.6807,[SANDBOX DATA]
learner_0098,session_0098_09,9,2026-02-01T09:00:00,needs_practice,15.36,12,9,9,0.75,33.62,4,0.75,0.5725,False,1.0,1.0,0.0,0.6978,[SANDBOX DATA]
learner_0098,session_0098_10,10,2026-02-04T09:00:00,improving,25.66,12,10,10,0.8333,14.66,2,0.8333,0.7438,True,1.0,1.0,0.0,0.8154,[SANDBOX DATA]
learner_0098,session_0098_11,11,2026-02-07T09:00:00,improving,28.15,13,12,7,0.5385,37.19,4,0.9231,0.726,True,1.0,1.0,0.0,0.7029,[SANDBOX DATA]
learner_0099,session_0099_01,1,2026-01-01T09:00:00,mastered,16.12,25,24,22,0.88,9.95,2,0.96,0.8277,False,0.9254,0.9254,0.0,0.8975,[SANDBOX DATA]
learner_0099,session_0099_02,2,2026-01-02T09:00:00,mastered,17.29,17,16,15,0.8824,10.95,1,0.9412,1.0,False,0.9254,0.9254,0.0,0.9324,[SANDBOX DATA]
learner_0099,session_0099_03,3,2026-01-03T09:00:00,mastered,22.93,18,17,15,0.8333,9.01,1,0.9444,0.786,False,0.9254,0.943,0.0176,0.8739,[SANDBOX DATA]
learner_0099,session_0099_04,4,2026-01-05T09:00:00,mastered,25.48,20,19,19,0.95,9.77,3,0.95,0.9628,False,0.943,0.9656,0.0226,0.9326,[SANDBOX DATA]
learner_0099,session_0099_05,5,2026-01-10T09:00:00,mastered,23.17,11,9,10,0.9091,7.44,0,0.8182,0.7561,False,0.9656,0.9708,0.0052,0.8739,[SANDBOX DATA]
learner_0099,session_0099_06,6,2026-01-12T09:00:00,improving,28.79,9,8,6,0.6667,26.46,1,0.8889,0.6881,False,0.9708,0.9944,0.0237,0.771,[SANDBOX DATA]
learner_0099,session_0099_07,7,2026-01-13T09:00:00,improving,26.77,10,8,6,0.6,15.24,1,0.8,0.7291,False,0.9944,1.0,0.0056,0.7358,[SANDBOX DATA]
learner_0099,session_0099_08,8,2026-01-17T09:00:00,needs_practice,31.23,11,8,6,0.5455,17.61,3,0.7273,0.5876,True,1.0,1.0,0.0,0.6357,[SANDBOX DATA]
learner_0099,session_0099_09,9,2026-01-18T09:00:00,struggling,11.84,13,4,4,0.3077,20.95,9,0.3077,0.3391,True,1.0,1.0,0.0,0.314,[SANDBOX DATA]
learner_0099,session_0099_10,10,2026-01-23T09:00:00,needs_practice,16.95,7,4,3,0.4286,17.16,1,0.5714,0.4597,True,1.0,1.0,0.0,0.5562,[SANDBOX DATA]
learner_0099,session_0099_11,11,2026-01-24T09:00:00,struggling,22.45,5,3,2,0.4,16.65,2,0.6,0.3865,True,1.0,1.0,0.0,0.4873,[SANDBOX DATA]
learner_0099,session_0099_12,12,2026-01-26T09:00:00,struggling,32.69,14,6,3,0.2143,27.64,3,0.4286,0.5151,False,1.0,1.0,0.0,0.4423,[SANDBOX DATA]
learner_0100,session_0100_01,1,2026-01-01T09:00:00,struggling,23.6,5,3,2,0.4,24.57,2,0.6,0.5412,False,0.2802,0.3138,0.0336,0.5182,[SANDBOX DATA]
learner_0100,session_0100_02,2,2026-01-05T09:00:00,struggling,32.15,5,3,2,0.4,22.99,4,0.6,0.4742,False,0.3138,0.3366,0.0228,0.4248,[SANDBOX DATA]
learner_0100,session_0100_03,3,2026-01-11T09:00:00,struggling,24.44,10,7,6,0.6,26.95,8,0.7,0.3263,True,0.3366,0.3912,0.0546,0.4903,[SANDBOX DATA]
learner_0100,session_0100_04,4,2026-01-12T09:00:00,struggling,29.66,13,7,3,0.2308,47.21,9,0.5385,0.482,False,0.3912,0.3976,0.0063,0.3733,[SANDBOX DATA]
learner_0100,session_0100_05,5,2026-01-18T09:00:00,struggling,17.92,8,4,2,0.25,25.73,3,0.5,0.3284,True,0.3976,0.4186,0.021,0.4032,[SANDBOX DATA]
learner_0100,session_0100_06,6,2026-01-21T09:00:00,struggling,34.44,10,7,6,0.6,16.48,7,0.7,0.289,False,0.4186,0.4439,0.0253,0.5028,[SANDBOX DATA]
learner_0100,session_0100_07,7,2026-01-25T09:00:00,struggling,26.45,7,4,2,0.2857,29.77,5,0.5714,0.4223,False,0.4439,0.4896,0.0457,0.3845,[SANDBOX DATA]
learner_0100,session_0100_08,8,2026-01-27T09:00:00,struggling,16.0,12,7,5,0.4167,10.89,6,0.5833,0.4318,False,0.4896,0.5043,0.0147,0.478,[SANDBOX DATA]
learner_0100,session_0100_09,9,2026-01-28T09:00:00,struggling,21.87,8,5,3,0.375,17.99,5,0.625,0.397,False,0.5043,0.5363,0.0319,0.4419,[SANDBOX DATA]
learner_0100,session_0100_10,10,2026-02-03T09:00:00,struggling,48.55,5,3,2,0.4,35.3,3,0.6,0.4268,False,0.5363,0.5363,0.0,0.4554,[SANDBOX DATA]
learner_0100,session_0100_11,11,2026-02-08T09:00:00,struggling,23.64,11,5,4,0.3636,31.77,8,0.4545,0.3572,True,0.5363,0.5618,0.0255,0.3669,[SANDBOX DATA]
learner_0100,session_0100_12,12,2026-02-10T09:00:00,struggling,18.31,10,4,3,0.3,34.39,6,0.4,0.3473,True,0.5618,0.5819,0.0201,0.3545,[SANDBOX DATA]
learner_0101,session_0101_01,1,2026-01-01T09:00:00,mastered,13.34,20,20,19,0.95,9.48,2,1.0,0.9649,False,0.8909,0.9044,0.0135,0.9555,[SANDBOX DATA]
learner_0101,session_0101_02,2,2026-01-06T09:00:00,improving,14.76,27,19,19,0.7037,22.19,8,0.7037,0.8606,True,0.9044,0.9716,0.0672,0.7351,[SANDBOX DATA]
learner_0101,session_0101_03,3,2026-01-07T09:00:00,mastered,22.06,23,19,21,0.913,6.18,3,0.8261,0.8523,True,0.9716,1.0,0.0284,0.8705,[SANDBOX DATA]
learner_0101,session_0101_04,4,2026-01-08T09:00:00,mastered,26.87,15,13,13,0.8667,12.21,1,0.8667,0.8255,False,1.0,1.0,0.0,0.8718,[SANDBOX DATA]
learner_0101,session_0101_05,5,2026-01-13T09:00:00,improving,18.3,19,16,12,0.6316,12.8,5,0.8421,0.7637,False,1.0,1.0,0.0,0.7317,[SANDBOX DATA]
learner_0101,session_0101_06,6,2026-01-16T09:00:00,mastered,19.9,16,15,13,0.8125,9.42,0,0.9375,1.0,False,1.0,1.0,0.0,0.9187,[SANDBOX DATA]
learner_0101,session_0101_07,7,2026-01-20T09:00:00,mastered,26.16,12,11,11,0.9167,8.8,3,0.9167,0.9573,False,1.0,1.0,0.0,0.8915,[SANDBOX DATA]
learner_0101,session_0101_08,8,2026-01-24T09:00:00,mastered,11.69,21,19,20,0.9524,14.4,0,0.9048,0.7236,False,1.0,1.0,0.0,0.9042,[SANDBOX DATA]
learner_0101,session_0101_09,9,2026-01-30T09:00:00,needs_practice,62.68,14,11,8,0.5714,26.88,4,0.7857,0.6853,True,1.0,1.0,0.0,0.6763,[SANDBOX DATA]
learner_0101,session_0101_10,10,2026-01-31T09:00:00,needs_practice,31.91,16,11,9,0.5625,13.87,6,0.6875,0.7744,False,1.0,1.0,0.0,0.6486,[SANDBOX DATA]
learner_0101,session_0101_11,11,2026-02-06T09:00:00,improving,31.63,18,16,11,0.6111,15.33,3,0.8889,0.9069,False,1.0,1.0,0.0,0.7842,[SANDBOX DATA]
learner_0102,session_0102_01,1,2026-01-01T09:00:00,needs_practice,23.54,11,8,7,0.6364,13.06,7,0.7273,0.7159,False,0.4166,0.4168,0.0002,0.6205,[SANDBOX DATA]
learner_0102,session_0102_02,2,2026-01-02T09:00:00,needs_practice,23.19,10,7,5,0.5,14.26,2,0.7,0.7978,True,0.4168,0.4676,0.0508,0.6696,[SANDBOX DATA]
learner_0102,session_0102_03,3,2026-01-04T09:00:00,needs_practice,31.02,10,8,7,0.7,10.46,3,0.8,0.693,True,0.4676,0.5242,0.0567,0.7236,[SANDBOX DATA]
learner_0102,session_0102_04,4,2026-01-05T09:00:00,needs_practice,23.82,6,5,2,0.3333,23.73,1,0.8333,0.6638,True,0.5242,0.6162,0.092,0.6244,[SANDBOX DATA]
learner_0102,session_0102_05,5,2026-01-11T09:00:00,mastered,17.07,18,14,15,0.8333,9.08,2,0.7778,0.8991,False,0.6162,0.6163,0.0001,0.8437,[SANDBOX DATA]
learner_0102,session_0102_06,6,2026-01-12T09:00:00,mastered,9.68,15,13,13,0.8667,8.44,1,0.8667,0.9101,False,0.6163,0.6436,0.0273,0.8887,[SANDBOX DATA]
learner_0102,session_0102_07,7,2026-01-18T09:00:00,mastered,16.48,18,16,15,0.8333,9.16,2,0.8889,0.8798,False,0.6436,0.6773,0.0337,0.8676,[SANDBOX DATA]
learner_0102,session_0102_08,8,2026-01-23T09:00:00,mastered,28.97,16,16,16,1.0,10.54,2,1.0,0.8335,False,0.6773,0.6984,0.0211,0.9417,[SANDBOX DATA]
learner_0103,session_0103_01,1,2026-01-01T09:00:00,needs_practice,34.07,14,12,8,0.5714,21.15,5,0.8571,0.6932,True,0.3323,0.3907,0.0584,0.6815,[SANDBOX DATA]
learner_0103,session_0103_02,2,2026-01-06T09:00:00,struggling,16.93,9,5,5,0.5556,30.42,5,0.5556,0.3738,True,0.3907,0.4017,0.011,0.497,[SANDBOX DATA]
learner_0103,session_0103_03,3,2026-01-09T09:00:00,struggling,18.85,8,5,3,0.375,31.32,4,0.625,0.4956,False,0.4017,0.4373,0.0356,0.4866,[SANDBOX DATA]
learner_0103,session_0103_04,4,2026-01-14T09:00:00,struggling,24.94,13,6,7,0.5385,21.81,8,0.4615,0.4781,False,0.4373,0.4373,0.0,0.4764,[SANDBOX DATA]
learner_0103,session_0103_05,5,2026-01-18T09:00:00,struggling,22.33,10,7,3,0.3,12.24,7,0.7,0.4628,True,0.4373,0.4852,0.0479,0.4326,[SANDBOX DATA]
learner_0103,session_0103_06,6,2026-01-20T09:00:00,struggling,18.36,9,5,4,0.4444,30.96,3,0.5556,0.3873,True,0.4852,0.5045,0.0193,0.5052,[SANDBOX DATA]
learner_0103,session_0103_07,7,2026-01-26T09:00:00,struggling,30.27,13,7,5,0.3846,29.49,8,0.5385,0.3788,True,0.5045,0.5045,0.0,0.4219,[SANDBOX DATA]
learner_0103,session_0103_08,8,2026-02-01T09:00:00,struggling,24.88,7,3,2,0.2857,41.66,5,0.4286,0.4229,True,0.5045,0.5348,0.0302,0.3489,[SANDBOX DATA]
learner_0103,session_0103_09,9,2026-02-02T09:00:00,struggling,22.89,15,9,2,0.1333,24.39,12,0.6,0.3152,True,0.5348,0.5653,0.0305,0.2997,[SANDBOX DATA]
learner_0103,session_0103_10,10,2026-02-04T09:00:00,improving,26.77,15,12,10,0.6667,14.91,2,0.8,0.8713,False,0.5653,0.5872,0.022,0.7809,[SANDBOX DATA]
learner_0104,session_0104_01,1,2026-01-01T09:00:00,struggling,31.75,6,3,2,0.3333,26.29,2,0.5,0.4477,True,0.1766,0.1968,0.0201,0.4645,[SANDBOX DATA]
learner_0104,session_0104_02,2,2026-01-03T09:00:00,needs_practice,29.76,16,14,7,0.4375,20.92,6,0.875,0.6275,True,0.1968,0.2479,0.0511,0.6224,[SANDBOX DATA]
learner_0104,session_0104_03,3,2026-01-09T09:00:00,needs_practice,53.01,13,11,8,0.6154,15.37,2,0.8462,0.7429,False,0.2479,0.2501,0.0022,0.7447,[SANDBOX DATA]
learner_0104,session_0104_04,4,2026-01-11T09:00:00,improving,38.05,18,17,13,0.7222,16.16,3,0.9444,0.72,True,0.2501,0.3297,0.0795,0.7996,[SANDBOX DATA]
learner_0104,session_0104_05,5,2026-01-17T09:00:00,improving,13.88,14,12,8,0.5714,14.89,3,0.8571,0.703,False,0.3297,0.3402,0.0105,0.712,[SANDBOX DATA]
learner_0104,session_0104_06,6,2026-01-22T09:00:00,mastered,15.11,21,18,19,0.9048,11.74,2,0.8571,0.8229,False,0.3402,0.3841,0.0439,0.8765,[SANDBOX DATA]
learner_0104,session_0104_07,7,2026-01-28T09:00:00,improving,21.03,18,14,15,0.8333,13.96,3,0.7778,0.9291,True,0.3841,0.4814,0.0972,0.8386,[SANDBOX DATA]
learner_0104,session_0104_08,8,2026-02-01T09:00:00,improving,11.78,23,21,17,0.7391,10.31,6,0.913,0.9192,False,0.4814,0.5432,0.0618,0.8186,[SANDBOX DATA]
learner_0104,session_0104_09,9,2026-02-04T09:00:00,improving,23.97,12,11,10,0.8333,16.82,2,0.9167,0.8032,True,0.5432,0.6601,0.117,0.8481,[SANDBOX DATA]
learner_0104,session_0104_10,10,2026-02-06T09:00:00,improving,30.2,21,18,16,0.7619,14.84,6,0.8571,0.8342,False,0.6601,0.7426,0.0825,0.7907,[SANDBOX DATA]
learner_0104,session_0104_11,11,2026-02-09T09:00:00,improving,30.23,12,11,10,0.8333,15.8,3,0.9167,0.73,False,0.7426,0.7426,0.0,0.8168,[SANDBOX DATA]
learner_0105,session_0105_01,1,2026-01-01T09:00:00,struggling,16.66,14,5,10,0.7143,82.88,8,0.3571,0.4194,False,0.057,0.0601,0.0031,0.5089,[SANDBOX DATA]
learner_0105,session_0105_02,2,2026-01-02T09:00:00,struggling,20.01,12,6,3,0.25,44.81,6,0.5,0.539,True,0.0601,0.1528,0.0927,0.4203,[SANDBOX DATA]
learner_0105,session_0105_03,3,2026-01-06T09:00:00,struggling,15.71,12,7,1,0.0833,17.7,7,0.5833,0.4844,True,0.1528,0.1762,0.0235,0.3552,[SANDBOX DATA]
learner_0105,session_0105_04,4,2026-01-09T09:00:00,needs_practice,22.7,17,13,10,0.5882,13.7,10,0.7647,0.6457,False,0.1762,0.1935,0.0173,0.6085,[SANDBOX DATA]
learner_0105,session_0105_05,5,2026-01-14T09:00:00,needs_practice,20.07,4,3,2,0.5,18.57,0,0.75,0.5633,True,0.1935,0.2337,0.0402,0.6752,[SANDBOX DATA]
learner_0105,session_0105_06,6,2026-01-19T09:00:00,improving,26.86,13,9,11,0.8462,17.85,2,0.6923,0.7965,True,0.2337,0.2781,0.0444,0.7978,[SANDBOX DATA]
learner_0105,session_0105_07,7,2026-01-23T09:00:00,needs_practice,27.0,9,6,4,0.4444,31.54,4,0.6667,0.6074,True,0.2781,0.3438,0.0657,0.5548,[SANDBOX DATA]
learner_0105,session_0105_08,8,2026-01-25T09:00:00,needs_practice,38.65,13,11,7,0.5385,20.77,5,0.8462,0.6285,False,0.3438,0.3885,0.0447,0.6488,[SANDBOX DATA]
learner_0106,session_0106_01,1,2026-01-01T09:00:00,improving,17.97,15,13,10,0.6667,11.58,4,0.8667,0.8928,False,0.7026,0.7604,0.0578,0.7752,[SANDBOX DATA]
learner_0106,session_0106_02,2,2026-01-04T09:00:00,needs_practice,24.11,11,9,7,0.6364,25.99,5,0.8182,0.6914,True,0.7604,0.8404,0.08,0.6746,[SANDBOX DATA]
learner_0106,session_0106_03,3,2026-01-07T09:00:00,needs_practice,20.07,10,7,5,0.5,18.88,4,0.7,0.6124,True,0.8404,0.9403,0.0999,0.5925,[SANDBOX DATA]
learner_0106,session_0106_04,4,2026-01-11T09:00:00,struggling,27.59,8,4,3,0.375,25.15,5,0.5,0.364,True,0.9403,0.9611,0.0208,0.4041,[SANDBOX DATA]
learner_0106,session_0106_05,5,2026-01-13T09:00:00,struggling,25.29,10,5,3,0.3,19.47,8,0.5,0.4709,True,0.9611,0.9713,0.0102,0.3642,[SANDBOX DATA]
learner_0106,session_0106_06,6,2026-01-17T09:00:00,struggling,26.28,7,4,3,0.4286,30.62,6,0.5714,0.4553,True,0.9713,1.0,0.0287,0.4125,[SANDBOX DATA]
learner_0106,session_0106_07,7,2026-01-21T09:00:00,struggling,23.9,14,7,6,0.4286,24.78,8,0.5,0.4634,False,1.0,1.0,0.0,0.4534,[SANDBOX DATA]
learner_0106,session_0106_08,8,2026-01-22T09:00:00,struggling,20.35,9,4,4,0.4444,28.78,7,0.4444,0.421,True,1.0,1.0,0.0,0.3953,[SANDBOX DATA]
learner_0106,session_0106_09,9,2026-01-24T09:00:00,improving,32.37,15,14,13,0.8667,11.46,0,0.9333,0.8047,True,1.0,1.0,0.0,0.8976,[SANDBOX DATA]
learner_0106,session_0106_10,10,2026-01-30T09:00:00,mastered,20.05,17,14,14,0.8235,6.32,1,0.8235,0.9617,False,1.0,1.0,0.0,0.8747,[SANDBOX DATA]
learner_0106,session_0106_11,11,2026-01-31T09:00:00,mastered,16.21,19,15,18,0.9474,14.39,2,0.7895,0.845,True,1.0,1.0,0.0,0.8769,[SANDBOX DATA]
learner_0106,session_0106_12,12,2026-02-06T09:00:00,mastered,28.44,18,17,14,0.7778,9.92,3,0.9444,0.8017,False,1.0,1.0,0.0,0.8353,[SANDBOX DATA]
learner_0107,session_0107_01,1,2026-01-01T09:00:00,needs_practice,36.9,13,9,7,0.5385,23.88,6,0.6923,0.5733,True,0.3599,0.3775,0.0177,0.5839,[SANDBOX DATA]
learner_0107,session_0107_02,2,2026-01-03T09:00:00,needs_practice,27.94,15,10,9,0.6,17.85,6,0.6667,0.5758,False,0.3775,0.4054,0.0279,0.6118,[SANDBOX DATA]
learner_0107,session_0107_03,3,2026-01-06T09:00:00,needs_practice,38.86,16,11,10,0.625,23.77,7,0.6875,0.63,True,0.4054,0.4364,0.0309,0.6291,[SANDBOX DATA]
learner_0107,session_0107_04,4,2026-01-11T09:00:00,needs_practice,21.32,18,15,8,0.4444,11.35,9,0.8333,0.6026,False,0.4364,0.4773,0.041,0.5844,[SANDBOX DATA]
learner_0107,session_0107_05,5,2026-01-17T09:00:00,improving,34.58,15,11,12,0.8,13.56,1,0.7333,0.8947,True,0.4773,0.5282,0.0509,0.8289,[SANDBOX DATA]
learner_0107,session_0107_06,6,2026-01-23T09:00:00,needs_practice,30.35,9,7,4,0.4444,14.92,4,0.7778,0.566,False,0.5282,0.5686,0.0403,0.5743,[SANDBOX DATA]
