learner_id,day,date,mastery,mastery_before_decay,decay_amount,intervention_count,intervention_boost,days_since_learning,retention_factor,learning_state,data_source
learner_0111,5,2026-01-05,0.4821,0.4738,0.0,0,0.0,0,1.0,developing,[SANDBOX DATA]
learner_0111,6,2026-01-06,0.4772,0.4821,0.0086,0,0.0,1,0.9822,developing,[SANDBOX DATA]
learner_0111,7,2026-01-07,0.4812,0.4772,0.0169,0,0.0,2,0.9646,developing,[SANDBOX DATA]
learner_0111,8,2026-01-08,0.4584,0.4812,0.0253,0,0.0,3,0.9474,developing,[SANDBOX DATA]
learner_0111,9,2026-01-09,0.4321,0.4584,0.0318,0,0.0,4,0.9305,developing,[SANDBOX DATA]
learner_0111,10,2026-01-10,0.3973,0.4321,0.0372,0,0.0,5,0.9139,needs_practice,[SANDBOX DATA]
learner_0111,11,2026-01-11,0.3894,0.3973,0.0407,1,0.0349,6,0.8976,needs_practice,[SANDBOX DATA]
learner_0111,12,2026-01-12,0.3917,0.3894,0.0,0,0.0,0,1.0,needs_practice,[SANDBOX DATA]
learner_0111,13,2026-01-13,0.3889,0.3917,0.007,0,0.0,1,0.9822,needs_practice,[SANDBOX DATA]
learner_0111,14,2026-01-14,0.3844,0.3889,0.0138,0,0.0,2,0.9646,needs_practice,[SANDBOX DATA]
learner_0111,15,2026-01-15,0.3667,0.3844,0.0202,0,0.0,3,0.9474,needs_practice,[SANDBOX DATA]
learner_0111,16,2026-01-16,0.3375,0.3667,0.0255,0,0.0,4,0.9305,needs_practice,[SANDBOX DATA]
learner_0111,17,2026-01-17,0.3058,0.3375,0.029,0,0.0,5,0.9139,needs_practice,[SANDBOX DATA]
learner_0111,18,2026-01-18,0.2639,0.3058,0.0313,0,0.0,6,0.8976,needs_practice,[SANDBOX DATA]
learner_0111,19,2026-01-19,0.246,0.2639,0.0312,0,0.0,7,0.8816,needs_practice,[SANDBOX DATA]
learner_0111,20,2026-01-20,0.2087,0.246,0.033,0,0.0,8,0.8659,needs_practice,[SANDBOX DATA]
learner_0111,21,2026-01-21,0.1852,0.2087,0.0312,0,0.0,9,0.8504,needs_practice,[SANDBOX DATA]
learner_0111,22,2026-01-22,0.1569,0.1852,0.0305,0,0.0,10,0.8353,needs_practice,[SANDBOX DATA]
learner_0111,23,2026-01-23,0.1311,0.1569,0.0282,0,0.0,11,0.8204,needs_practice,[SANDBOX DATA]
learner_0111,24,2026-01-24,0.1047,0.1311,0.0255,0,0.0,12,0.8057,needs_practice,[SANDBOX DATA]
learner_0111,25,2026-01-25,0.0766,0.1047,0.0219,0,0.0,13,0.7914,needs_practice,[SANDBOX DATA]
learner_0111,26,2026-01-26,0.0518,0.0766,0.0171,0,0.0,14,0.7772,needs_practice,[SANDBOX DATA]
learner_0111,27,2026-01-27,0.0533,0.0518,0.0122,0,0.0,15,0.7634,needs_practice,[SANDBOX DATA]
learner_0111,28,2026-01-28,0.0409,0.0533,0.0133,0,0.0,16,0.7498,needs_practice,[SANDBOX DATA]
learner_0111,29,2026-01-29,0.0391,0.0409,0.0108,0,0.0,17,0.7364,needs_practice,[SANDBOX DATA]
learner_0111,30,2026-01-30,0.0394,0.0391,0.0108,0,0.0,18,0.7233,needs_practice,[SANDBOX DATA]
learner_0111,31,2026-01-31,0.0247,0.0394,0.0114,0,0.0,19,0.7103,needs_practice,[SANDBOX DATA]
learner_0111,32,2026-02-01,0.0206,0.0247,0.0075,0,0.0,20,0.6977,needs_practice,[SANDBOX DATA]
learner_0111,33,2026-02-02,0.0145,0.0206,0.0065,0,0.0,21,0.6852,needs_practice,[SANDBOX DATA]
learner_0111,34,2026-02-03,0.0005,0.0145,0.0047,0,0.0,22,0.673,needs_practice,[SANDBOX DATA]
learner_0111,35,2026-02-04,0.0,0.0005,0.0002,0,0.0,23,0.661,needs_practice,[SANDBOX DATA]
learner_0111,36,2026-02-05,0.0047,0.0,0.0,0,0.0,24,0.6492,needs_practice,[SANDBOX DATA]
learner_0111,37,2026-02-06,0.0,0.0047,0.0017,0,0.0,25,0.6376,needs_practice,[SANDBOX DATA]
learner_0111,38,2026-02-07,0.0,0.0,0.0,0,0.0,26,0.6263,needs_practice,[SANDBOX DATA]
learner_0111,39,2026-02-08,0.0,0.0,0.0,0,0.0,27,0.6151,needs_practice,[SANDBOX DATA]
learner_0111,40,2026-02-09,0.0169,0.0,0.0,0,0.0,28,0.6041,needs_practice,[SANDBOX DATA]
learner_0111,41,2026-02-10,0.0,0.0169,0.0069,0,0.0,29,0.5933,needs_practice,[SANDBOX DATA]
learner_0111,42,2026-02-11,0.004,0.0,0.0,0,0.0,30,0.5827,needs_practice,[SANDBOX DATA]
learner_0111,43,2026-02-12,0.0003,0.004,0.0017,0,0.0,31,0.5724,needs_practice,[SANDBOX DATA]
learner_0111,44,2026-02-13,0.0,0.0003,0.0001,0,0.0,32,0.5621,needs_practice,[SANDBOX DATA]
learner_0111,45,2026-02-14,0.0,0.0,0.0,0,0.0,33,0.5521,needs_practice,[SANDBOX DATA]
learner_0111,46,2026-02-15,0.0053,0.0,0.0,0,0.0,34,0.5423,needs_practice,[SANDBOX DATA]
learner_0111,47,2026-02-16,0.0086,0.0053,0.0025,0,0.0,35,0.5326,needs_practice,[SANDBOX DATA]
learner_0111,48,2026-02-17,0.006,0.0086,0.0041,0,0.0,36,0.5231,needs_practice,[SANDBOX DATA]
learner_0111,49,2026-02-18,0.0118,0.006,0.0029,0,0.0,37,0.5138,needs_practice,[SANDBOX DATA]
learner_0111,50,2026-02-19,0.0161,0.0118,0.0059,0,0.0,38,0.5046,needs_practice,[SANDBOX DATA]
learner_0111,51,2026-02-20,0.0145,0.0161,0.0081,0,0.0,39,0.4956,needs_practice,[SANDBOX DATA]
learner_0111,52,2026-02-21,0.0027,0.0145,0.0075,0,0.0,40,0.4868,needs_practice,[SANDBOX DATA]
learner_0111,53,2026-02-22,0.0052,0.0027,0.0014,0,0.0,41,0.4781,needs_practice,[SANDBOX DATA]
learner_0111,54,2026-02-23,0.0065,0.0052,0.0028,0,0.0,42,0.4695,needs_practice,[SANDBOX DATA]
learner_0111,55,2026-02-24,0.0,0.0065,0.0035,0,0.0,43,0.4612,needs_practice,[SANDBOX DATA]
learner_0111,56,2026-02-25,0.0,0.0,0.0,0,0.0,44,0.4529,needs_practice,[SANDBOX DATA]
learner_0111,57,2026-02-26,0.0,0.0,0.0,0,0.0,45,0.4449,needs_practice,[SANDBOX DATA]
learner_0111,58,2026-02-27,0.0006,0.0,0.0,0,0.0,46,0.4369,needs_practice,[SANDBOX DATA]
learner_0111,59,2026-02-28,0.0026,0.0006,0.0003,0,0.0,47,0.4291,needs_practice,[SANDBOX DATA]
learner_0111,60,2026-03-01,0.0,0.0026,0.0015,0,0.0,48,0.4215,needs_practice,[SANDBOX DATA]
learner_0111,61,2026-03-02,0.0084,0.0,0.0,0,0.0,49,0.414,needs_practice,[SANDBOX DATA]
learner_0111,62,2026-03-03,0.0046,0.0084,0.005,0,0.0,50,0.4066,needs_practice,[SANDBOX DATA]
learner_0111,63,2026-03-04,0.0126,0.0046,0.0028,0,0.0,51,0.3993,needs_practice,[SANDBOX DATA]
learner_0111,64,2026-03-05,0.0079,0.0126,0.0077,0,0.0,52,0.3922,needs_practice,[SANDBOX DATA]
learner_0111,65,2026-03-06,0.0,0.0079,0.0049,0,0.0,53,0.3852,needs_practice,[SANDBOX DATA]
learner_0111,66,2026-03-07,0.0037,0.0,0.0,0,0.0,54,0.3783,needs_practice,[SANDBOX DATA]
learner_0111,67,2026-03-08,0.0067,0.0037,0.0023,0,0.0,55,0.3716,needs_practice,[SANDBOX DATA]
learner_0111,68,2026-03-09,0.0,0.0067,0.0043,0,0.0,56,0.3649,needs_practice,[SANDBOX DATA]
learner_0111,69,2026-03-10,0.0,0.0,0.0,0,0.0,57,0.3584,needs_practice,[SANDBOX DATA]
learner_0111,70,2026-03-11,0.0008,0.0,0.0,0,0.0,58,0.352,needs_practice,[SANDBOX DATA]
learner_0111,71,2026-03-12,0.0,0.0008,0.0005,0,0.0,59,0.3458,needs_practice,[SANDBOX DATA]
learner_0111,72,2026-03-13,0.009,0.0,0.0,0,0.0,60,0.3396,needs_practice,[SANDBOX DATA]
learner_0111,73,2026-03-14,0.0,0.009,0.006,0,0.0,61,0.3335,needs_practice,[SANDBOX DATA]
learner_0111,74,2026-03-15,0.0138,0.0,0.0,0,0.0,62,0.3276,needs_practice,[SANDBOX DATA]
learner_0111,75,2026-03-16,0.0,0.0138,0.0094,0,0.0,63,0.3217,needs_practice,[SANDBOX DATA]
learner_0111,76,2026-03-17,0.0011,0.0,0.0,0,0.0,64,0.316,needs_practice,[SANDBOX DATA]
learner_0111,77,2026-03-18,0.0118,0.0011,0.0007,0,0.0,65,0.3104,needs_practice,[SANDBOX DATA]
learner_0111,78,2026-03-19,0.0,0.0118,0.0082,0,0.0,66,0.3048,needs_practice,[SANDBOX DATA]
learner_0111,79,2026-03-20,0.0,0.0,0.0,0,0.0,67,0.2994,needs_practice,[SANDBOX DATA]
learner_0111,80,2026-03-21,0.0,0.0,0.0,0,0.0,68,0.2941,needs_practice,[SANDBOX DATA]
learner_0111,81,2026-03-22,0.0,0.0,0.0,0,0.0,69,0.2888,needs_practice,[SANDBOX DATA]
learner_0111,82,2026-03-23,0.002,0.0,0.0,0,0.0,70,0.2837,needs_practice,[SANDBOX DATA]
learner_0111,83,2026-03-24,0.0,0.002,0.0014,0,0.0,71,0.2786,needs_practice,[SANDBOX DATA]
learner_0111,84,2026-03-25,0.0,0.0,0.0,0,0.0,72,0.2736,needs_practice,[SANDBOX DATA]
learner_0111,85,2026-03-26,0.0041,0.0,0.0,0,0.0,73,0.2687,needs_practice,[SANDBOX DATA]
learner_0111,86,2026-03-27,0.0,0.0041,0.003,0,0.0,74,0.2639,needs_practice,[SANDBOX DATA]
learner_0111,87,2026-03-28,0.0,0.0,0.0,0,0.0,75,0.2592,needs_practice,[SANDBOX DATA]
learner_0111,88,2026-03-29,0.0082,0.0,0.0,0,0.0,76,0.2546,needs_practice,[SANDBOX DATA]
learner_0111,89,2026-03-30,0.0079,0.0082,0.0062,0,0.0,77,0.2501,needs_practice,[SANDBOX DATA]
learner_0111,90,2026-03-31,0.0,0.0079,0.006,0,0.0,78,0.2456,needs_practice,[SANDBOX DATA]
learner_0112,1,2026-01-01,0.7435,0.7212,0.0,1,0.0179,0,1.0,proficient,[SANDBOX DATA]
learner_0112,2,2026-01-02,0.7457,0.7435,0.0,0,0.0,0,1.0,proficient,[SANDBOX DATA]
learner_0112,3,2026-01-03,0.7387,0.7457,0.0133,0,0.0,1,0.9822,proficient,[SANDBOX DATA]
learner_0112,4,2026-01-04,0.71,0.7387,0.0261,0,0.0,2,0.9646,proficient,[SANDBOX DATA]
learner_0112,5,2026-01-05,0.6652,0.71,0.0373,0,0.0,3,0.9474,proficient,[SANDBOX DATA]
learner_0112,6,2026-01-06,0.6264,0.6652,0.0462,0,0.0,4,0.9305,proficient,[SANDBOX DATA]
learner_0112,7,2026-01-07,0.568,0.6264,0.0539,0,0.0,5,0.9139,developing,[SANDBOX DATA]
learner_0112,8,2026-01-08,0.5353,0.568,0.0582,1,0.0378,6,0.8976,developing,[SANDBOX DATA]
learner_0112,9,2026-01-09,0.5307,0.5353,0.0,0,0.0,0,1.0,developing,[SANDBOX DATA]
learner_0112,10,2026-01-10,0.5293,0.5307,0.0095,0,0.0,1,0.9822,developing,[SANDBOX DATA]
learner_0112,11,2026-01-11,0.5049,0.5293,0.0187,0,0.0,2,0.9646,developing,[SANDBOX DATA]
learner_0112,12,2026-01-12,0.4849,0.5049,0.0265,0,0.0,3,0.9474,developing,[SANDBOX DATA]
learner_0112,13,2026-01-13,0.4473,0.4849,0.0337,1,0.0006,4,0.9305,developing,[SANDBOX DATA]
learner_0112,14,2026-01-14,0.4459,0.4473,0.0,0,0.0,0,1.0,developing,[SANDBOX DATA]
learner_0112,15,2026-01-15,0.4519,0.4459,0.008,0,0.0,1,0.9822,developing,[SANDBOX DATA]
learner_0112,16,2026-01-16,0.4265,0.4519,0.016,0,0.0,2,0.9646,developing,[SANDBOX DATA]
learner_0112,17,2026-01-17,0.4095,0.4265,0.0224,0,0.0,3,0.9474,developing,[SANDBOX DATA]
learner_0112,18,2026-01-18,0.3895,0.4095,0.0284,0,0.0,4,0.9305,needs_practice,[SANDBOX DATA]
learner_0112,19,2026-01-19,0.3903,0.3895,0.0335,1,0.0373,5,0.9139,needs_practice,[SANDBOX DATA]
learner_0112,20,2026-01-20,0.3914,0.3903,0.0,0,0.0,0,1.0,needs_practice,[SANDBOX DATA]
learner_0112,21,2026-01-21,0.3726,0.3914,0.007,0,0.0,1,0.9822,needs_practice,[SANDBOX DATA]
learner_0112,22,2026-01-22,0.3558,0.3726,0.0132,0,0.0,2,0.9646,needs_practice,[SANDBOX DATA]
learner_0112,23,2026-01-23,0.3473,0.3558,0.0187,0,0.0,3,0.9474,needs_practice,[SANDBOX DATA]
learner_0112,24,2026-01-24,0.3274,0.3473,0.0241,0,0.0,4,0.9305,needs_practice,[SANDBOX DATA]
learner_0112,25,2026-01-25,0.2979,0.3274,0.0282,0,0.0,5,0.9139,needs_practice,[SANDBOX DATA]
learner_0112,26,2026-01-26,0.2683,0.2979,0.0305,0,0.0,6,0.8976,needs_practice,[SANDBOX DATA]
learner_0112,27,2026-01-27,0.2412,0.2683,0.0318,0,0.0,7,0.8816,needs_practice,[SANDBOX DATA]
learner_0112,28,2026-01-28,0.215,0.2412,0.0323,0,0.0,8,0.8659,needs_practice,[SANDBOX DATA]
learner_0112,29,2026-01-29,0.1784,0.215,0.0322,0,0.0,9,0.8504,needs_practice,[SANDBOX DATA]
learner_0112,30,2026-01-30,0.1613,0.1784,0.0294,0,0.0,10,0.8353,needs_practice,[SANDBOX DATA]
learner_0112,31,2026-01-31,0.1429,0.1613,0.029,0,0.0,11,0.8204,needs_practice,[SANDBOX DATA]
learner_0112,32,2026-02-01,0.1205,0.1429,0.0278,0,0.0,12,0.8057,needs_practice,[SANDBOX DATA]
learner_0112,33,2026-02-02,0.0886,0.1205,0.0251,0,0.0,13,0.7914,needs_practice,[SANDBOX DATA]
learner_0112,34,2026-02-03,0.0607,0.0886,0.0197,0,0.0,14,0.7772,needs_practice,[SANDBOX DATA]
learner_0112,35,2026-02-04,0.0438,0.0607,0.0144,0,0.0,15,0.7634,needs_practice,[SANDBOX DATA]
learner_0112,36,2026-02-05,0.0333,0.0438,0.0109,0,0.0,16,0.7498,needs_practice,[SANDBOX DATA]
learner_0112,37,2026-02-06,0.0104,0.0333,0.0088,0,0.0,17,0.7364,needs_practice,[SANDBOX DATA]
learner_0112,38,2026-02-07,0.0115,0.0104,0.0029,0,0.0,18,0.7233,needs_practice,[SANDBOX DATA]
learner_0112,39,2026-02-08,0.0184,0.0115,0.0033,0,0.0,19,0.7103,needs_practice,[SANDBOX DATA]
learner_0112,40,2026-02-09,0.0175,0.0184,0.0056,0,0.0,20,0.6977,needs_practice,[SANDBOX DATA]
learner_0112,41,2026-02-10,0.0066,0.0175,0.0055,0,0.0,21,0.6852,needs_practice,[SANDBOX DATA]
learner_0112,42,2026-02-11,0.0,0.0066,0.0021,0,0.0,22,0.673,needs_practice,[SANDBOX DATA]
learner_0112,43,2026-02-12,0.0024,0.0,0.0,0,0.0,23,0.661,needs_practice,[SANDBOX DATA]
learner_0112,44,2026-02-13,0.0003,0.0024,0.0008,0,0.0,24,0.6492,needs_practice,[SANDBOX DATA]
learner_0112,45,2026-02-14,0.0038,0.0003,0.0001,0,0.0,25,0.6376,needs_practice,[SANDBOX DATA]
learner_0112,46,2026-02-15,0.0072,0.0038,0.0014,0,0.0,26,0.6263,needs_practice,[SANDBOX DATA]
learner_0112,47,2026-02-16,0.0131,0.0072,0.0028,0,0.0,27,0.6151,needs_practice,[SANDBOX DATA]
learner_0112,48,2026-02-17,0.0,0.0131,0.0052,0,0.0,28,0.6041,needs_practice,[SANDBOX DATA]
learner_0112,49,2026-02-18,0.0018,0.0,0.0,0,0.0,29,0.5933,needs_practice,[SANDBOX DATA]
learner_0112,50,2026-02-19,0.0,0.0018,0.0007,0,0.0,30,0.5827,needs_practice,[SANDBOX DATA]
learner_0112,51,2026-02-20,0.0,0.0,0.0,0,0.0,31,0.5724,needs_practice,[SANDBOX DATA]
learner_0112,52,2026-02-21,0.0069,0.0,0.0,0,0.0,32,0.5621,needs_practice,[SANDBOX DATA]
learner_0112,53,2026-02-22,0.0116,0.0069,0.0031,0,0.0,33,0.5521,needs_practice,[SANDBOX DATA]
learner_0112,54,2026-02-23,0.0175,0.0116,0.0053,0,0.0,34,0.5423,needs_practice,[SANDBOX DATA]
learner_0112,55,2026-02-24,0.0127,0.0175,0.0082,0,0.0,35,0.5326,needs_practice,[SANDBOX DATA]
learner_0112,56,2026-02-25,0.0058,0.0127,0.0061,0,0.0,36,0.5231,needs_practice,[SANDBOX DATA]
learner_0112,57,2026-02-26,0.0009,0.0058,0.0028,0,0.0,37,0.5138,needs_practice,[SANDBOX DATA]
learner_0112,58,2026-02-27,0.0,0.0009,0.0005,0,0.0,38,0.5046,needs_practice,[SANDBOX DATA]
learner_0112,59,2026-02-28,0.0107,0.0,0.0,0,0.0,39,0.4956,needs_practice,[SANDBOX DATA]
learner_0112,60,2026-03-01,0.0026,0.0107,0.0055,0,0.0,40,0.4868,needs_practice,[SANDBOX DATA]
learner_0112,61,2026-03-02,0.0053,0.0026,0.0014,0,0.0,41,0.4781,needs_practice,[SANDBOX DATA]
learner_0112,62,2026-03-03,0.0079,0.0053,0.0028,0,0.0,42,0.4695,needs_practice,[SANDBOX DATA]
learner_0112,63,2026-03-04,0.0,0.0079,0.0043,0,0.0,43,0.4612,needs_practice,[SANDBOX DATA]
learner_0112,64,2026-03-05,0.0,0.0,0.0,0,0.0,44,0.4529,needs_practice,[SANDBOX DATA]
learner_0112,65,2026-03-06,0.0124,0.0,0.0,0,0.0,45,0.4449,needs_practice,[SANDBOX DATA]
learner_0112,66,2026-03-07,0.0077,0.0124,0.007,0,0.0,46,0.4369,needs_practice,[SANDBOX DATA]
learner_0112,67,2026-03-08,0.0,0.0077,0.0044,0,0.0,47,0.4291,needs_practice,[SANDBOX DATA]
learner_0112,68,2026-03-09,0.0,0.0,0.0,0,0.0,48,0.4215,needs_practice,[SANDBOX DATA]
learner_0112,69,2026-03-10,0.0087,0.0,0.0,0,0.0,49,0.414,needs_practice,[SANDBOX DATA]
learner_0112,70,2026-03-11,0.011,0.0087,0.0052,0,0.0,50,0.4066,needs_practice,[SANDBOX DATA]
learner_0112,71,2026-03-12,0.0,0.011,0.0066,0,0.0,51,0.3993,needs_practice,[SANDBOX DATA]
learner_0112,72,2026-03-13,0.0131,0.0,0.0,0,0.0,52,0.3922,needs_practice,[SANDBOX DATA]
learner_0112,73,2026-03-14,0.0128,0.0131,0.008,0,0.0,53,0.3852,needs_practice,[SANDBOX DATA]
learner_0112,74,2026-03-15,0.0036,0.0128,0.0079,0,0.0,54,0.3783,needs_practice,[SANDBOX DATA]
learner_0112,75,2026-03-16,0.0,0.0036,0.0023,0,0.0,55,0.3716,needs_practice,[SANDBOX DATA]
learner_0112,76,2026-03-17,0.0084,0.0,0.0,0,0.0,56,0.3649,needs_practice,[SANDBOX DATA]
learner_0112,77,2026-03-18,0.0068,0.0084,0.0054,0,0.0,57,0.3584,needs_practice,[SANDBOX DATA]
learner_0112,78,2026-03-19,0.0,0.0068,0.0044,0,0.0,58,0.352,needs_practice,[SANDBOX DATA]
learner_0112,79,2026-03-20,0.0,0.0,0.0,0,0.0,59,0.3458,needs_practice,[SANDBOX DATA]
learner_0112,80,2026-03-21,0.025,0.0,0.0,0,0.0,60,0.3396,needs_practice,[SANDBOX DATA]
learner_0112,81,2026-03-22,0.0085,0.025,0.0167,0,0.0,61,0.3335,needs_practice,[SANDBOX DATA]
learner_0112,82,2026-03-23,0.0,0.0085,0.0057,0,0.0,62,0.3276,needs_practice,[SANDBOX DATA]
learner_0112,83,2026-03-24,0.0,0.0,0.0,0,0.0,63,0.3217,needs_practice,[SANDBOX DATA]
learner_0112,84,2026-03-25,0.0142,0.0,0.0,0,0.0,64,0.316,needs_practice,[SANDBOX DATA]
learner_0112,85,2026-03-26,0.0112,0.0142,0.0098,0,0.0,65,0.3104,needs_practice,[SANDBOX DATA]
learner_0112,86,2026-03-27,0.0147,0.0112,0.0078,0,0.0,66,0.3048,needs_practice,[SANDBOX DATA]
learner_0112,87,2026-03-28,0.0064,0.0147,0.0103,0,0.0,67,0.2994,needs_practice,[SANDBOX DATA]
learner_0112,88,2026-03-29,0.0119,0.0064,0.0045,0,0.0,68,0.2941,needs_practice,[SANDBOX DATA]
learner_0112,89,2026-03-30,0.0,0.0119,0.0085,0,0.0,69,0.2888,needs_practice,[SANDBOX DATA]
learner_0112,90,2026-03-31,0.0013,0.0,0.0,0,0.0,70,0.2837,needs_practice,[SANDBOX DATA]
learner_0113,1,2026-01-01,0.3258,0.3015,0.0,1,0.0217,0,1.0,needs_practice,[SANDBOX DATA]
learner_0113,2,2026-01-02,0.3207,0.3258,0.0,0,0.0,0,1.0,needs_practice,[SANDBOX DATA]
learner_0113,3,2026-01-03,0.3155,0.3207,0.0057,0,0.0,1,0.9822,needs_practice,[SANDBOX DATA]
learner_0113,4,2026-01-04,0.2888,0.3155,0.0112,1,0.003,2,0.9646,needs_practice,[SANDBOX DATA]
learner_0113,5,2026-01-05,0.2954,0.2888,0.0,0,0.0,0,1.0,needs_practice,[SANDBOX DATA]
learner_0113,6,2026-01-06,0.2872,0.2954,0.0053,0,0.0,1,0.9822,needs_practice,[SANDBOX DATA]
learner_0113,7,2026-01-07,0.3288,0.2872,0.0102,1,0.0452,2,0.9646,needs_practice,[SANDBOX DATA]
learner_0113,8,2026-01-08,0.34,0.3288,0.0,0,0.0,0,1.0,needs_practice,[SANDBOX DATA]
learner_0113,9,2026-01-09,0.3382,0.34,0.0061,0,0.0,1,0.9822,needs_practice,[SANDBOX DATA]
learner_0113,10,2026-01-10,0.3417,0.3382,0.012,0,0.0,2,0.9646,needs_practice,[SANDBOX DATA]
learner_0113,11,2026-01-11,0.3277,0.3417,0.018,0,0.0,3,0.9474,needs_practice,[SANDBOX DATA]
learner_0113,12,2026-01-12,0.3074,0.3277,0.0228,0,0.0,4,0.9305,needs_practice,[SANDBOX DATA]
learner_0113,13,2026-01-13,0.2828,0.3074,0.0265,0,0.0,5,0.9139,needs_practice,[SANDBOX DATA]
learner_0113,14,2026-01-14,0.2436,0.2828,0.029,0,0.0,6,0.8976,needs_practice,[SANDBOX DATA]
learner_0113,15,2026-01-15,0.2224,0.2436,0.0288,0,0.0,7,0.8816,needs_practice,[SANDBOX DATA]
learner_0113,16,2026-01-16,0.173,0.2224,0.0298,0,0.0,8,0.8659,needs_practice,[SANDBOX DATA]
learner_0113,17,2026-01-17,0.1425,0.173,0.0259,0,0.0,9,0.8504,needs_practice,[SANDBOX DATA]
learner_0113,18,2026-01-18,0.1192,0.1425,0.0235,0,0.0,10,0.8353,needs_practice,[SANDBOX DATA]
learner_0113,19,2026-01-19,0.0914,0.1192,0.0214,0,0.0,11,0.8204,needs_practice,[SANDBOX DATA]
learner_0113,20,2026-01-20,0.0701,0.0914,0.0178,0,0.0,12,0.8057,needs_practice,[SANDBOX DATA]
learner_0113,21,2026-01-21,0.0702,0.0701,0.0146,0,0.0,13,0.7914,needs_practice,[SANDBOX DATA]
learner_0113,22,2026-01-22,0.0634,0.0702,0.0156,0,0.0,14,0.7772,needs_practice,[SANDBOX DATA]
learner_0113,23,2026-01-23,0.0429,0.0634,0.015,0,0.0,15,0.7634,needs_practice,[SANDBOX DATA]
learner_0113,24,2026-01-24,0.0284,0.0429,0.0107,0,0.0,16,0.7498,needs_practice,[SANDBOX DATA]
learner_0113,25,2026-01-25,0.0107,0.0284,0.0075,0,0.0,17,0.7364,needs_practice,[SANDBOX DATA]
learner_0113,26,2026-01-26,0.0134,0.0107,0.003,0,0.0,18,0.7233,needs_practice,[SANDBOX DATA]
learner_0113,27,2026-01-27,0.0075,0.0134,0.0039,0,0.0,19,0.7103,needs_practice,[SANDBOX DATA]
learner_0113,28,2026-01-28,0.0,0.0075,0.0023,0,0.0,20,0.6977,needs_practice,[SANDBOX DATA]
learner_0113,29,2026-01-29,0.0008,0.0,0.0,0,0.0,21,0.6852,needs_practice,[SANDBOX DATA]
learner_0113,30,2026-01-30,0.0041,0.0008,0.0003,0,0.0,22,0.673,needs_practice,[SANDBOX DATA]
learner_0113,31,2026-01-31,0.0104,0.0041,0.0014,0,0.0,23,0.661,needs_practice,[SANDBOX DATA]
learner_0113,32,2026-02-01,0.0062,0.0104,0.0036,0,0.0,24,0.6492,needs_practice,[SANDBOX DATA]
learner_0113,33,2026-02-02,0.0009,0.0062,0.0022,0,0.0,25,0.6376,needs_practice,[SANDBOX DATA]
learner_0113,34,2026-02-03,0.0165,0.0009,0.0004,0,0.0,26,0.6263,needs_practice,[SANDBOX DATA]
learner_0113,35,2026-02-04,0.0102,0.0165,0.0063,0,0.0,27,0.6151,needs_practice,[SANDBOX DATA]
learner_0113,36,2026-02-05,0.0119,0.0102,0.004,0,0.0,28,0.6041,needs_practice,[SANDBOX DATA]
learner_0113,37,2026-02-06,0.0028,0.0119,0.0048,0,0.0,29,0.5933,needs_practice,[SANDBOX DATA]
learner_0113,38,2026-02-07,0.0071,0.0028,0.0011,0,0.0,30,0.5827,needs_practice,[SANDBOX DATA]
learner_0113,39,2026-02-08,0.0,0.0071,0.003,0,0.0,31,0.5724,needs_practice,[SANDBOX DATA]
learner_0113,40,2026-02-09,0.0,0.0,0.0,0,0.0,32,0.5621,needs_practice,[SANDBOX DATA]
learner_0113,41,2026-02-10,0.0,0.0,0.0,0,0.0,33,0.5521,needs_practice,[SANDBOX DATA]
learner_0113,42,2026-02-11,0.0,0.0,0.0,0,0.0,34,0.5423,needs_practice,[SANDBOX DATA]
learner_0113,43,2026-02-12,0.01,0.0,0.0,0,0.0,35,0.5326,needs_practice,[SANDBOX DATA]
learner_0113,44,2026-02-13,0.0003,0.01,0.0048,0,0.0,36,0.5231,needs_practice,[SANDBOX DATA]
learner_0113,45,2026-02-14,0.0059,0.0003,0.0002,0,0.0,37,0.5138,needs_practice,[SANDBOX DATA]
learner_0113,46,2026-02-15,0.0151,0.0059,0.0029,0,0.0,38,0.5046,needs_practice,[SANDBOX DATA]
learner_0113,47,2026-02-16,0.0073,0.0151,0.0076,0,0.0,39,0.4956,needs_practice,[SANDBOX DATA]
learner_0113,48,2026-02-17,0.0115,0.0073,0.0037,0,0.0,40,0.4868,needs_practice,[SANDBOX DATA]
learner_0113,49,2026-02-18,0.0097,0.0115,0.006,0,0.0,41,0.4781,needs_practice,[SANDBOX DATA]
learner_0113,50,2026-02-19,0.0055,0.0097,0.0052,0,0.0,42,0.4695,needs_practice,[SANDBOX DATA]
learner_0113,51,2026-02-20,0.0085,0.0055,0.003,0,0.0,43,0.4612,needs_practice,[SANDBOX DATA]
learner_0113,52,2026-02-21,0.0186,0.0085,0.0047,0,0.0,44,0.4529,needs_practice,[SANDBOX DATA]
learner_0113,53,2026-02-22,0.0032,0.0186,0.0103,0,0.0,45,0.4449,needs_practice,[SANDBOX DATA]
learner_0113,54,2026-02-23,0.0,0.0032,0.0018,0,0.0,46,0.4369,needs_practice,[SANDBOX DATA]
learner_0113,55,2026-02-24,0.0,0.0,0.0,0,0.0,47,0.4291,needs_practice,[SANDBOX DATA]
learner_0113,56,2026-02-25,0.008,0.0,0.0,0,0.0,48,0.4215,needs_practice,[SANDBOX DATA]
learner_0113,57,2026-02-26,0.0123,0.008,0.0047,0,0.0,49,0.414,needs_practice,[SANDBOX DATA]
